luminance,percentage
10,93.80000305175781
74,3.5
138,0.20000000298023224
141,0.10000000149011612
192,0.30000001192092896
193,0.4000000059604645
194,0.20000000298023224
195,0.10000000149011612
198,0.10000000149011612
199,0.10000000149011612
201,0.10000000149011612
202,1.0
205,0.10000000149011612
206,0.20000000298023224
207,0.10000000149011612
