luminance,percentage
10,92.4000015258789
74,3.700000047683716
76,0.10000000149011612
133,0.10000000149011612
138,0.5
192,0.4000000059604645
194,0.20000000298023224
196,0.5
197,0.20000000298023224
199,0.20000000298023224
202,0.8999999761581421
204,0.20000000298023224
205,0.10000000149011612
206,0.20000000298023224
207,0.10000000149011612
