luminance,percentage
10,92.30000305175781
73,0.10000000149011612
74,3.200000047683716
138,0.6000000238418579
192,0.20000000298023224
193,0.10000000149011612
194,0.10000000149011612
196,0.10000000149011612
197,0.10000000149011612
198,0.10000000149011612
199,0.10000000149011612
200,0.10000000149011612
201,0.4000000059604645
202,1.600000023841858
205,0.30000001192092896
206,0.20000000298023224
207,0.20000000298023224
